sample	num_reads	num_unique_UMIs	num_reads_dropped	frac_reads_dropped	num_genos_seen
CH65_a_F_2	8135064	7721741	413323	0.0508075904504254	63699
CH65_a_F_3	6955796	6949755	6041	0.0008684843546302	63465
CH65_a_F_4	5947542	5943084	4458	0.0007495533448944	62696
CH65_a_unsorted	19666311	15458502	4207809	0.2139602592474002	64641
CH65_b_1_1	90217	90214	3	3.325315627875012e-05	29420
CH65_b_1_2	3036952	2991252	45700	0.0150479823191146	65534
CH65_b_1_3	3558290	3556783	1507	0.0004235180381587	65536
CH65_b_1_4	2864655	2863625	1030	0.0003595546409602	65505
CH65_b_2_1	91744	89936	1808	0.0197070108126962	29078
CH65_b_2_2	2894749	2893737	1012	0.0003495985316861	65535
CH65_b_2_3	3158946	3112541	46405	0.0146900263568924	65536
CH65_b_2_4	3093220	3092077	1143	0.0003695178487142	65508
CH65_b_3_1	26521	26104	417	0.0157233890124806	14671
CH65_b_3_2	2730823	2687702	43121	0.0157904778156621	65510
CH65_b_3_3	3022815	2979451	43364	0.0143455686173318	65536
CH65_b_3_4	2848714	2812930	35784	0.0125614575559357	65475
CH65_b_4_1	20678	20678	0	0.0	15188
CH65_b_4_2	1167892	1158098	9794	0.0083860493949783	64694
CH65_b_4_3	3061679	3060464	1215	0.000396841079682	65536
CH65_b_4_4	3206577	3205266	1311	0.0004088471912572	65529
CH65_b_5_1	54390	54388	2	3.677146534289392e-05	24749
CH65_b_5_2	2874529	2873553	976	0.0003395338853773	65497
CH65_b_5_3	2983136	2982025	1111	0.0003724268689057	65536
CH65_b_5_4	2674275	2673354	921	0.0003443924054182	65510
CH65_b_6_1	260020	256431	3589	0.0138027844011999	35134
CH65_b_6_2	3322118	3261188	60930	0.0183407091500061	64410
CH65_b_6_3	2833995	2783842	50153	0.017696926070794	65536
CH65_b_6_4	3122962	3121753	1209	0.0003871324723131	65445
CH65_b_7_1	1767570	1735121	32449	0.0183579716786322	51626
CH65_b_7_2	2390482	2347764	42718	0.0178700362521031	64900
CH65_b_7_3	2514514	2513730	784	0.0003117898727149	65536
CH65_b_7_4	2867496	2817102	50394	0.0175742180634253	64703
CH65_b_8_1	3298512	3243660	54852	0.0166293164917999	64757
CH65_b_8_2	1536998	1536719	279	0.0001815226825278	65535
CH65_b_8_3	2012967	1979395	33572	0.0166778690361044	65411
CH65_b_8_4	1642695	1618731	23964	0.0145882224028197	60951
CH65_b_9_1	4452862	4450369	2493	0.0005598646443568	65536
CH65_b_9_2	382277	382255	22	5.75498918323624e-05	63067
CH65_b_9_3	447478	440945	6533	0.0145996004272835	54041
CH65_b_9_4	428198	421909	6289	0.0146871307199006	45816
CH65_b_0_1	4747934	4652058	95876	0.0201932040335859	65536
CH65_b_0_2	115829	114586	1243	0.0107313367118769	39911
CH65_b_0_3	243501	243494	7	2.8747315206097715e-05	48495
CH65_b_0_4	174885	174876	9	5.146238957028905e-05	59966
CH65_b_F_1	967761	967639	122	0.0001260641832022	65531
CH65_b_F_2	1617287	1616966	321	0.0001984805417962	65536
CH65_b_F_3	1754178	1753813	365	0.0002080746651708	65536
CH65_b_F_4	3492077	3490615	1462	0.0004186620169028	65536
CH65_b_unsorted	8437316	8426624	10692	0.0012672276349493	64584
CH65_d_1_1	1752761	1725536	27225	0.0155326367941778	53483
CH65_d_1_2	4440287	4362381	77906	0.0175452622769654	65340
CH65_d_1_3	5096522	5004098	92424	0.0181347201091254	65536
CH65_d_1_4	5373379	5275542	97837	0.0182077236688497	65458
CH65_d_2_1	5406512	5311880	94632	0.0175033367169073	65078
CH65_d_2_2	3045464	2999690	45774	0.0150302219957287	65533
CH65_d_2_3	3203340	3152417	50923	0.015896845167856	65470
CH65_d_2_4	1927615	1898741	28874	0.0149791322437312	62130
CH65_d_3_1	9806307	9602751	203556	0.0207576613703813	65528
CH65_d_3_2	1908916	1878308	30608	0.0160342309457304	65463
CH65_d_3_3	1785644	1755181	30463	0.0170599514796902	62834
CH65_d_3_4	950961	937084	13877	0.0145926068471788	54358
CH65_d_4_1	9908165	9622652	285513	0.028815931103287	65531
CH65_d_4_2	1888237	1860121	28116	0.0148900800058467	65316
CH65_d_4_3	1818110	1793843	24267	0.0133473772214002	62525
CH65_d_4_4	970238	957656	12582	0.0129679521931732	51106
CH65_d_5_1	6766573	6624464	142109	0.0210016207613514	65535
CH65_d_5_2	1291842	1273293	18549	0.0143585670693474	62667
CH65_d_5_3	1414483	1391394	23089	0.0163232785406399	59559
CH65_d_5_4	1286758	1266142	20616	0.0160216606385971	53602
CH65_d_6_1	15349891	14874227	475664	0.0309881027819676	65536
CH65_d_6_2	702725	693642	9083	0.0129253975595005	50922
CH65_d_6_3	716450	705590	10860	0.0151580710447344	51271
CH65_d_6_4	541856	534374	7482	0.0138080966160751	48488
CH65_d_7_1	16195690	15502349	693341	0.0428102167922453	65536
CH65_d_7_2	497534	490317	7217	0.0145055413298387	49874
CH65_d_7_3	530564	522502	8062	0.0151951508206361	46632
CH65_d_7_4	382135	376887	5248	0.0137333664804323	35837
CH65_d_8_1	11296815	10988866	307949	0.027259807299668	65536
CH65_d_8_2	350782	346989	3793	0.0108129835624404	44140
CH65_d_8_3	260437	257557	2880	0.0110583365650809	37718
CH65_d_8_4	219216	216664	2552	0.011641486022918	32528
CH65_d_9_1	15689170	15208256	480914	0.0306526094114602	65536
CH65_d_9_2	318264	314239	4025	0.0126467335293969	59610
CH65_d_9_3	201804	199274	2530	0.0125369170085825	24879
CH65_d_9_4	65355	64712	643	0.009838573942315	13988
CH65_d_0_1	10061727	9647556	414171	0.0411630130692275	65536
CH65_d_0_2	345672	340829	4843	0.0140103913536531	45905
CH65_d_0_3	305861	302082	3779	0.0123552855708965	31275
CH65_d_0_4	104559	103480	1079	0.010319532512744	16598
CH65_d_F_1	834888	822874	12014	0.014389954101628	65354
CH65_d_F_2	1769013	1739809	29204	0.0165086406939915	65535
CH65_d_F_3	2024094	1985752	38342	0.0189427961349621	65536
CH65_d_F_4	1676088	1647489	28599	0.0170629465755974	65481
CH65_d_unsorted	8025599	7705012	320587	0.0399455542196912	65536
CH65_e_1_1	1944314	1897037	47277	0.0243155169381077	55618
CH65_e_1_2	6878239	6654184	224055	0.0325744714599187	65384
CH65_e_1_3	4763313	4606625	156688	0.0328947520349807	65536
CH65_e_1_4	5877791	5641931	235860	0.0401273199404334	65399
CH65_e_2_1	8471844	8125722	346122	0.0408555681620199	65183
CH65_e_2_2	4858469	4713584	144885	0.0298211226623037	65530
CH65_e_2_3	5813306	5639901	173405	0.0298289819940667	65536
CH65_e_2_4	3739921	3635988	103933	0.0277901592038976	62620
CH65_e_3_1	13379324	12662465	716859	0.053579612841426	65533
CH65_e_3_2	2159048	2112760	46288	0.0214390787050588	65500
CH65_e_3_3	2137544	2082831	54713	0.0255961982536967	65020
CH65_e_3_4	3440824	3349719	91105	0.0264776693024694	64391
CH65_e_4_1	16859928	15822176	1037752	0.0615513897805494	65536
CH65_e_4_2	2192498	2129263	63235	0.0288415314403935	65241
CH65_e_4_3	1222108	1190613	31495	0.0257710447849126	57031
CH65_e_4_4	2128413	2068854	59559	0.0279828210032545	56896
CH65_e_5_1	16633504	14382501	2251003	0.1353294531326652	65536
CH65_e_5_2	1744407	1701126	43281	0.024811296904908	64196
CH65_e_5_3	905360	883847	21513	0.0237618185031368	53784
CH65_e_5_4	882486	862845	19641	0.0222564437282857	45130
CH65_e_6_1	19902374	17381948	2520426	0.1266394652215861	65536
CH65_e_6_2	1032872	1003766	29106	0.0281796776367255	62301
CH65_e_6_3	1029715	1001954	27761	0.0269598869590129	60318
CH65_e_6_4	1133952	1102896	31056	0.0273874026413816	52427
CH65_e_7_1	19413164	18693392	719772	0.0370764909831287	65536
CH65_e_7_2	669897	652505	17392	0.0259622001591289	62519
CH65_e_7_3	359384	351346	8038	0.0223660485720009	51629
CH65_e_7_4	457087	446549	10538	0.0230546919951781	43320
CH65_e_8_1	21223810	19801446	1422364	0.0670173734122195	65536
CH65_e_8_2	476767	465210	11557	0.0242403522055847	61404
CH65_e_8_3	578480	563836	14644	0.0253146176185866	58419
CH65_e_8_4	266168	259768	6400	0.0240449640828349	34265
CH65_e_9_1	21374691	20497326	877365	0.0410469091693536	65536
CH65_e_9_2	302907	296288	6619	0.0218515914125457	56428
CH65_e_9_3	324909	317069	7840	0.0241298332763943	55201
CH65_e_9_4	388667	378866	9801	0.0252169595051805	43997
CH65_e_0_1	23925711	22226955	1698756	0.0710012755733779	65536
CH65_e_0_2	252531	246711	5820	0.0230466754576665	52719
CH65_e_0_3	135291	132264	3027	0.0223739938355101	41046
CH65_e_0_4	237490	231822	5668	0.0238662680533917	41749
CH65_e_F_1	2351107	2265803	85304	0.0362824831026405	65536
CH65_e_F_2	3727288	3602158	125130	0.0335713258540794	65536
CH65_e_F_3	1978986	1916876	62110	0.0313847596698511	65535
CH65_e_F_4	1376981	1338239	38742	0.0281354644690086	65325
CH65_e_unsorted	12886075	8151824	4734251	0.3673927863992721	65536
CH65_g_1_1	4444144	4295221	148923	0.0335099402719623	56620
CH65_g_1_2	8465215	8183953	281262	0.0332256180144272	65536
CH65_g_1_3	9760957	9411847	349110	0.0357659602434474	65536
CH65_g_1_4	7927569	7702350	225219	0.0284095918938075	65536
CH65_g_2_1	6649122	6440487	208635	0.0313778270273879	62753
CH65_g_2_2	5890551	5683955	206596	0.0350724405917205	65527
CH65_g_2_3	7808361	7581260	227101	0.0290843366488818	65536
CH65_g_2_4	9866703	9518275	348428	0.0353135186090024	65534
CH65_g_3_1	8063053	7784444	278609	0.0345537850241093	63920
CH65_g_3_2	8625044	8353332	271712	0.0315026798703867	65536
CH65_g_3_3	6507509	6290237	217272	0.0333878908196669	65535
CH65_g_3_4	8236154	7997620	238534	0.0289618188295167	65535
CH65_g_4_1	3386809	3324245	62564	0.0184728456786314	59384
CH65_g_4_2	4267686	4147289	120397	0.0282113070174328	65517
CH65_g_4_3	6662063	6453593	208470	0.0312921087657081	65536
CH65_g_4_4	6063331	5874982	188349	0.031063618331244	65491
CH65_g_5_1	9324545	8968511	356034	0.0381824528703545	64609
CH65_g_5_2	2392960	2322674	70286	0.0293719911741107	65334
CH65_g_5_3	4482830	4339675	143155	0.0319340684344487	65515
CH65_g_5_4	4785934	4646094	139840	0.0292189570520613	65263
CH65_g_6_1	10794884	10379070	415814	0.0385195431465497	65354
CH65_g_6_2	2101780	2043261	58519	0.0278425905660915	65404
CH65_g_6_3	2809650	2734478	75172	0.0267549338885626	65189
CH65_g_6_4	4498769	4257512	241257	0.0536273367225567	65016
CH65_g_7_1	18647848	16933059	1714789	0.0919564016180312	65535
CH65_g_7_2	3008662	2922902	85760	0.0285043650632739	65533
CH65_g_7_3	3175892	3086342	89550	0.0281968026620552	64006
CH65_g_7_4	2766790	2697317	69473	0.0251096035477936	63565
CH65_g_8_1	20035088	19148764	886324	0.0442385878215259	65536
CH65_g_8_2	1365910	1328403	37507	0.0274593494446925	64773
CH65_g_8_3	1509541	1469361	40180	0.0266173624962819	64055
CH65_g_8_4	1607154	1563100	44054	0.0274111877268762	62428
CH65_g_9_1	22549272	20903892	1645380	0.0729682093506167	65536
CH65_g_9_2	958139	935648	22491	0.023473629609065	63431
CH65_g_9_3	504219	492513	11706	0.0232161025268782	51163
CH65_g_9_4	978197	956652	21545	0.0220252157796435	58631
CH65_g_0_1	16634262	10340233	6294029	0.3783774116338915	65536
CH65_g_0_2	1278903	1243975	34928	0.027310906300165	65161
CH65_g_0_3	1011530	960342	51188	0.0506045297717319	63739
CH65_g_0_4	1840041	1784408	55633	0.0302346523800284	64103
CH65_g_unsorted	12166320	10212550	1953770	0.1605884112862393	65536
CH65_h_1_1	1974256	1919501	54755	0.0277344984642315	49172
CH65_h_1_2	5701237	5516726	184511	0.0323633274673548	65524
CH65_h_1_3	7112894	6896849	216045	0.0303737128656774	65536
CH65_h_1_4	6315583	6129271	186312	0.02950036441608	65535
CH65_h_2_1	2624397	2556309	68088	0.0259442454781041	54426
CH65_h_2_2	3673540	3575565	97975	0.0266704595567218	65482
CH65_h_2_3	6849335	6635865	213470	0.0311665293053997	65536
CH65_h_2_4	7345209	6992052	353157	0.048079911681206	65524
CH65_h_3_1	5564846	5397837	167009	0.0300114324816895	62309
CH65_h_3_2	5777874	5597673	180201	0.031188115213312	65536
CH65_h_3_3	5397421	5259307	138114	0.0255888877298991	65536
CH65_h_3_4	6652421	6437566	214855	0.0322972644094533	65535
CH65_h_4_1	6226799	6037372	189427	0.0304212485419876	62898
CH65_h_4_2	5229448	5096929	132519	0.025340915523015	65536
CH65_h_4_3	5645083	5483632	161451	0.0286002880737094	65536
CH65_h_4_4	5150947	5009280	141667	0.027503097974023	65407
CH65_h_5_1	7465419	7266083	199336	0.0267012474450529	64648
CH65_h_5_2	2966095	2910640	55455	0.0186962993430756	65512
CH65_h_5_3	5108289	4991013	117276	0.0229579806467488	65535
CH65_h_5_4	4654403	4551111	103292	0.022192319831351	65039
CH65_h_6_1	8107887	7872322	235565	0.0290538089640371	64956
CH65_h_6_2	2970947	2914669	56278	0.0189427815440665	65533
CH65_h_6_3	3568211	3486490	81721	0.0229025133323113	65495
CH65_h_6_4	3567244	3481709	85535	0.0239778944193332	63760
CH65_h_7_1	6307943	6125739	182204	0.02888485200326	65409
CH65_h_7_2	2246529	2198452	48077	0.021400569500772	65436
CH65_h_7_3	2690357	2631448	58909	0.0218963505586805	65220
CH65_h_7_4	1954985	1920181	34804	0.0178026941383181	61416
CH65_h_8_1	8721865	8474861	247004	0.0283200897973082	65536
CH65_h_8_2	673605	661802	11803	0.0175221383451726	58194
CH65_h_8_3	1302088	1279172	22916	0.017599424923661	63035
CH65_h_8_4	1541416	1508313	33103	0.0214757080502602	59308
CH65_h_9_1	22862347	22139333	723014	0.0316246621573891	65536
CH65_h_9_2	722903	709889	13014	0.0180024152617986	54214
CH65_h_9_3	758913	745533	13380	0.0176304793830122	53628
CH65_h_9_4	820988	804839	16149	0.0196702022441253	52836
CH65_h_0_1	14397235	13475168	922067	0.0640447280328479	65536
CH65_h_0_2	138471	132706	5765	0.041633266171256	39185
CH65_h_0_3	545367	528583	16784	0.0307756061514539	58769
CH65_h_0_4	168925	161068	7857	0.0465117655764392	46482
CH65_h_unsorted	13934675	8875660	5059015	0.3630522419790917	65536
